variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_8303	9.87E-01	5.02E-01	4.99E-01	1.02E-01	1.51E-01	3.92E-02	bad-chisq
group_8138	9.87E-01	5.02E-01	5.14E-01	9.90E-02	1.51E-01	3.78E-02	bad-chisq
group_8056	9.87E-01	5.02E-01	6.27E-01	8.10E-02	1.66E-01	2.82E-02	bad-chisq
group_7973	9.87E-01	5.02E-01	4.70E-01	1.10E-01	1.52E-01	4.19E-02	bad-chisq
group_7849	9.87E-01	3.14E-01	3.04E-01	-1.57E-01	1.52E-01	5.96E-02	bad-chisq
group_7795	9.87E-01	5.02E-01	5.02E-01	1.02E-01	1.51E-01	3.89E-02	bad-chisq
group_7679	9.87E-01	3.14E-01	3.14E-01	-1.53E-01	1.51E-01	5.84E-02	bad-chisq
group_7585	9.87E-01	5.02E-01	4.95E-01	1.03E-01	1.51E-01	3.95E-02	bad-chisq
group_6426	9.87E-01	5.02E-01	4.85E-01	1.06E-01	1.51E-01	4.05E-02	bad-chisq
group_5413	9.87E-01	3.14E-01	3.18E-01	-1.51E-01	1.51E-01	5.79E-02	bad-chisq
group_4075	9.87E-01	5.02E-01	5.27E-01	9.63E-02	1.52E-01	3.66E-02	bad-chisq
group_3070	9.87E-01	5.02E-01	4.95E-01	1.03E-01	1.51E-01	3.96E-02	bad-chisq
group_2186	9.87E-01	5.02E-01	5.18E-01	9.79E-02	1.51E-01	3.74E-02	bad-chisq
group_2171	9.87E-01	5.02E-01	4.73E-01	1.09E-01	1.51E-01	4.16E-02	bad-chisq
group_506	9.87E-01	5.02E-01	4.92E-01	1.04E-01	1.51E-01	3.98E-02	bad-chisq
group_432	9.87E-01	5.02E-01	4.80E-01	1.07E-01	1.51E-01	4.09E-02	bad-chisq
group_26203	9.83E-01	4.52E-01	5.62E-01	8.52E-02	1.47E-01	3.36E-02	bad-chisq
group_18753	9.83E-01	4.52E-01	4.13E-01	-1.14E-01	1.39E-01	4.74E-02	bad-chisq
group_18395	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_17922	9.83E-01	4.52E-01	4.65E-01	9.92E-02	1.36E-01	4.23E-02	bad-chisq
group_17764	9.83E-01	4.52E-01	4.30E-01	-1.07E-01	1.36E-01	4.57E-02	bad-chisq
group_17650	9.83E-01	4.52E-01	4.66E-01	1.01E-01	1.39E-01	4.22E-02	bad-chisq
group_17205	9.83E-01	4.52E-01	4.70E-01	9.82E-02	1.36E-01	4.19E-02	bad-chisq
group_17190	9.83E-01	4.52E-01	4.62E-01	1.00E-01	1.36E-01	4.27E-02	bad-chisq
group_17155	9.83E-01	4.52E-01	3.00E-01	-1.51E-01	1.46E-01	6.01E-02	bad-chisq
group_17113	9.83E-01	4.52E-01	4.60E-01	-1.00E-01	1.35E-01	4.28E-02	bad-chisq
group_17093	9.83E-01	4.52E-01	5.62E-01	8.52E-02	1.47E-01	3.36E-02	bad-chisq
group_16954	9.83E-01	4.52E-01	4.67E-01	-9.87E-02	1.35E-01	4.22E-02	bad-chisq
group_16931	9.83E-01	4.52E-01	4.70E-01	9.82E-02	1.36E-01	4.19E-02	bad-chisq
group_16844	9.83E-01	4.52E-01	4.63E-01	9.97E-02	1.36E-01	4.26E-02	bad-chisq
group_16545	9.83E-01	4.52E-01	4.59E-01	1.01E-01	1.36E-01	4.29E-02	bad-chisq
group_16507	9.83E-01	4.52E-01	4.69E-01	-9.82E-02	1.36E-01	4.19E-02	bad-chisq
group_16446	9.83E-01	4.52E-01	4.61E-01	1.00E-01	1.36E-01	4.27E-02	bad-chisq
group_16363	9.83E-01	4.52E-01	5.56E-01	8.36E-02	1.42E-01	3.41E-02	bad-chisq
group_16303	9.83E-01	4.52E-01	4.78E-01	9.71E-02	1.37E-01	4.11E-02	bad-chisq
group_16268	9.83E-01	4.52E-01	4.55E-01	1.02E-01	1.36E-01	4.33E-02	bad-chisq
group_16120	9.83E-01	4.52E-01	4.67E-01	9.91E-02	1.36E-01	4.21E-02	bad-chisq
group_16048	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_16044	9.83E-01	4.52E-01	4.63E-01	1.00E-01	1.37E-01	4.25E-02	bad-chisq
group_15934	9.83E-01	4.52E-01	4.84E-01	9.57E-02	1.36E-01	4.06E-02	bad-chisq
group_15864	9.83E-01	4.52E-01	5.65E-01	8.47E-02	1.47E-01	3.34E-02	bad-chisq
group_15850	9.83E-01	4.52E-01	4.42E-01	1.04E-01	1.35E-01	4.46E-02	bad-chisq
group_15567	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_15501	9.83E-01	4.52E-01	5.32E-01	8.82E-02	1.41E-01	3.62E-02	bad-chisq
group_15500	9.83E-01	4.52E-01	5.59E-01	8.29E-02	1.42E-01	3.38E-02	bad-chisq
group_15440	9.83E-01	4.52E-01	4.63E-01	9.97E-02	1.36E-01	4.26E-02	bad-chisq
group_15372	9.83E-01	4.52E-01	4.53E-01	1.02E-01	1.36E-01	4.35E-02	bad-chisq
group_15330	9.83E-01	4.52E-01	4.72E-01	9.78E-02	1.36E-01	4.17E-02	bad-chisq
group_15309	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_14849	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_14842	9.83E-01	4.52E-01	4.61E-01	1.00E-01	1.36E-01	4.27E-02	bad-chisq
group_14645	9.83E-01	4.52E-01	5.12E-01	9.03E-02	1.38E-01	3.80E-02	bad-chisq
group_14619	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_14551	9.83E-01	4.52E-01	4.29E-01	1.07E-01	1.36E-01	4.58E-02	bad-chisq
group_14532	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_14524	9.83E-01	4.52E-01	5.23E-01	8.95E-02	1.40E-01	3.70E-02	bad-chisq
group_13969	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_13923	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_13880	9.83E-01	4.52E-01	5.83E-01	8.10E-02	1.47E-01	3.19E-02	bad-chisq
group_13727	9.83E-01	4.52E-01	4.46E-01	1.04E-01	1.36E-01	4.42E-02	bad-chisq
group_13532	9.83E-01	4.52E-01	4.73E-01	9.74E-02	1.36E-01	4.15E-02	bad-chisq
group_13430	9.83E-01	4.52E-01	4.50E-01	1.02E-01	1.35E-01	4.38E-02	bad-chisq
group_13416	9.83E-01	4.52E-01	4.39E-01	1.05E-01	1.36E-01	4.49E-02	bad-chisq
group_13362	9.83E-01	4.52E-01	4.55E-01	1.01E-01	1.36E-01	4.33E-02	bad-chisq
group_13361	9.83E-01	4.52E-01	4.58E-01	1.01E-01	1.36E-01	4.30E-02	bad-chisq
group_13294	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_13259	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_13258	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_13218	9.83E-01	4.52E-01	4.39E-01	1.05E-01	1.36E-01	4.49E-02	bad-chisq
group_13186	9.83E-01	4.52E-01	4.72E-01	-9.77E-02	1.36E-01	4.17E-02	bad-chisq
group_13069	9.83E-01	4.52E-01	4.62E-01	9.98E-02	1.36E-01	4.26E-02	bad-chisq
group_12891	9.83E-01	4.52E-01	4.05E-01	-1.15E-01	1.38E-01	4.83E-02	bad-chisq
group_12805	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12721	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12685	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12665	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12617	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12402	9.83E-01	4.52E-01	4.68E-01	-9.86E-02	1.36E-01	4.21E-02	bad-chisq
group_12176	9.83E-01	4.52E-01	4.58E-01	1.01E-01	1.36E-01	4.30E-02	bad-chisq
group_12144	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12094	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_12076	9.83E-01	4.52E-01	4.44E-01	-1.04E-01	1.35E-01	4.43E-02	bad-chisq
group_12034	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_11896	9.83E-01	4.52E-01	4.42E-01	1.04E-01	1.36E-01	4.46E-02	bad-chisq
group_11517	9.83E-01	4.52E-01	4.32E-01	1.06E-01	1.35E-01	4.55E-02	bad-chisq
group_11498	9.83E-01	4.52E-01	4.65E-01	9.91E-02	1.36E-01	4.23E-02	bad-chisq
group_11377	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_11338	9.83E-01	4.52E-01	4.46E-01	1.03E-01	1.35E-01	4.42E-02	bad-chisq
group_10943	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_10602	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_10194	9.83E-01	4.52E-01	4.97E-01	9.36E-02	1.38E-01	3.93E-02	bad-chisq
group_9804	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_9760	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_9720	9.83E-01	4.52E-01	4.17E-01	-1.11E-01	1.37E-01	4.70E-02	bad-chisq
group_9705	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8792	9.83E-01	4.52E-01	4.47E-01	1.03E-01	1.35E-01	4.41E-02	bad-chisq
group_8782	9.83E-01	4.52E-01	4.65E-01	9.95E-02	1.36E-01	4.23E-02	bad-chisq
group_8737	9.83E-01	4.52E-01	5.72E-01	8.32E-02	1.47E-01	3.27E-02	bad-chisq
group_8718	9.83E-01	4.52E-01	4.80E-01	-9.59E-02	1.36E-01	4.10E-02	bad-chisq
group_8683	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8658	9.83E-01	4.52E-01	4.22E-01	1.09E-01	1.36E-01	4.66E-02	bad-chisq
group_8618	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8448	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8252	9.83E-01	4.52E-01	4.19E-01	-1.10E-01	1.36E-01	4.68E-02	bad-chisq
group_8109	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8101	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_8046	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_7889	9.83E-01	4.52E-01	5.53E-01	8.28E-02	1.39E-01	3.44E-02	bad-chisq
group_7857	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_7788	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_7678	9.83E-01	1.71E-04	1.52E-04	-5.08E-01	1.32E-01	2.17E-01	bad-chisq
group_7640	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_6578	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_4941	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_4822	9.83E-01	4.52E-01	5.75E-01	8.60E-02	1.53E-01	3.25E-02	bad-chisq
group_1742	9.83E-01	4.52E-01	4.29E-01	1.07E-01	1.35E-01	4.58E-02	bad-chisq
group_18866	9.80E-01	4.09E-01	4.84E-01	9.21E-02	1.32E-01	4.05E-02	bad-chisq
group_17225	9.80E-01	4.09E-01	4.16E-01	1.01E-01	1.24E-01	4.71E-02	bad-chisq
group_17126	9.80E-01	4.09E-01	4.45E-01	9.50E-02	1.24E-01	4.43E-02	bad-chisq
group_17103	9.80E-01	4.09E-01	4.68E-01	9.18E-02	1.26E-01	4.21E-02	bad-chisq
group_16942	9.80E-01	5.82E-01	5.73E-01	-7.01E-02	1.24E-01	3.27E-02	bad-chisq
group_16539	9.80E-01	4.09E-01	4.97E-01	8.98E-02	1.32E-01	3.93E-02	bad-chisq
group_16512	9.80E-01	4.09E-01	5.28E-01	8.73E-02	1.38E-01	3.66E-02	bad-chisq
group_16427	9.80E-01	4.09E-01	4.13E-01	1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_16009	9.80E-01	5.82E-01	5.83E-01	-6.82E-02	1.24E-01	3.18E-02	bad-chisq
group_15879	9.80E-01	4.09E-01	5.02E-01	8.88E-02	1.32E-01	3.89E-02	bad-chisq
group_15416	9.80E-01	4.09E-01	5.15E-01	8.92E-02	1.37E-01	3.77E-02	bad-chisq
group_15385	9.80E-01	5.82E-01	5.07E-01	-8.43E-02	1.27E-01	3.84E-02	bad-chisq
group_15108	9.80E-01	4.09E-01	5.13E-01	8.97E-02	1.37E-01	3.79E-02	bad-chisq
group_15033	9.80E-01	4.09E-01	4.30E-01	9.81E-02	1.24E-01	4.57E-02	bad-chisq
group_14956	9.80E-01	4.09E-01	5.09E-01	9.05E-02	1.37E-01	3.83E-02	bad-chisq
group_14933	9.80E-01	4.09E-01	4.41E-01	9.63E-02	1.25E-01	4.47E-02	bad-chisq
group_14868	9.80E-01	4.09E-01	5.21E-01	8.84E-02	1.38E-01	3.72E-02	bad-chisq
group_14555	9.80E-01	4.09E-01	4.87E-01	8.85E-02	1.27E-01	4.03E-02	bad-chisq
group_14361	9.80E-01	4.09E-01	5.02E-01	9.21E-02	1.37E-01	3.89E-02	bad-chisq
group_14114	9.80E-01	4.09E-01	3.85E-01	1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_14024	9.80E-01	4.09E-01	4.44E-01	9.54E-02	1.24E-01	4.44E-02	bad-chisq
group_13579	9.80E-01	5.82E-01	5.96E-01	-6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_13499	9.80E-01	5.82E-01	5.35E-01	-7.76E-02	1.25E-01	3.60E-02	bad-chisq
group_13377	9.80E-01	4.09E-01	5.13E-01	8.67E-02	1.32E-01	3.79E-02	bad-chisq
group_13168	9.80E-01	4.09E-01	4.08E-01	1.03E-01	1.24E-01	4.79E-02	bad-chisq
group_13102	9.80E-01	4.09E-01	5.16E-01	8.91E-02	1.37E-01	3.76E-02	bad-chisq
group_13019	9.80E-01	4.09E-01	5.11E-01	9.01E-02	1.37E-01	3.81E-02	bad-chisq
group_13004	9.80E-01	4.09E-01	5.29E-01	8.69E-02	1.38E-01	3.65E-02	bad-chisq
group_12997	9.80E-01	4.09E-01	5.02E-01	9.21E-02	1.37E-01	3.89E-02	bad-chisq
group_12991	9.80E-01	4.09E-01	5.08E-01	9.08E-02	1.37E-01	3.84E-02	bad-chisq
group_12860	9.80E-01	4.09E-01	4.80E-01	9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_12166	9.80E-01	4.09E-01	4.12E-01	1.02E-01	1.24E-01	4.76E-02	bad-chisq
group_12071	9.80E-01	4.09E-01	4.29E-01	9.84E-02	1.24E-01	4.59E-02	bad-chisq
group_12035	9.80E-01	4.09E-01	5.08E-01	9.08E-02	1.37E-01	3.84E-02	bad-chisq
group_12009	9.80E-01	4.09E-01	4.67E-01	9.26E-02	1.27E-01	4.22E-02	bad-chisq
group_12002	9.80E-01	4.09E-01	5.09E-01	9.06E-02	1.37E-01	3.83E-02	bad-chisq
group_11369	9.80E-01	5.82E-01	5.18E-01	-8.35E-02	1.29E-01	3.75E-02	bad-chisq
group_10843	9.80E-01	5.82E-01	3.91E-01	-1.17E-01	1.37E-01	4.97E-02	bad-chisq
group_10258	9.80E-01	4.09E-01	5.08E-01	9.07E-02	1.37E-01	3.84E-02	bad-chisq
group_10047	9.80E-01	4.09E-01	5.14E-01	8.95E-02	1.37E-01	3.78E-02	bad-chisq
group_9848	9.80E-01	4.09E-01	3.99E-01	1.05E-01	1.24E-01	4.89E-02	bad-chisq
group_9758	9.80E-01	4.09E-01	5.28E-01	8.73E-02	1.38E-01	3.66E-02	bad-chisq
group_9757	9.80E-01	4.09E-01	5.28E-01	8.73E-02	1.38E-01	3.66E-02	bad-chisq
group_9623	9.80E-01	4.09E-01	5.22E-01	8.81E-02	1.38E-01	3.71E-02	bad-chisq
group_9393	9.80E-01	5.82E-01	4.89E-01	-8.73E-02	1.26E-01	4.01E-02	bad-chisq
group_8787	9.80E-01	4.09E-01	3.91E-01	1.07E-01	1.24E-01	4.97E-02	bad-chisq
group_8501	9.80E-01	5.43E-02	5.90E-02	-2.34E-01	1.23E-01	1.09E-01	bad-chisq
group_8243	9.80E-01	4.09E-01	4.37E-01	9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_7851	9.80E-01	4.09E-01	5.15E-01	8.92E-02	1.37E-01	3.77E-02	bad-chisq
group_5901	9.80E-01	4.09E-01	5.14E-01	8.95E-02	1.37E-01	3.78E-02	bad-chisq
group_5860	9.80E-01	4.09E-01	5.29E-01	8.14E-02	1.29E-01	3.65E-02	bad-chisq
group_5832	9.80E-01	4.09E-01	3.88E-01	1.07E-01	1.24E-01	5.00E-02	bad-chisq
group_5285	9.80E-01	4.09E-01	5.21E-01	8.84E-02	1.38E-01	3.72E-02	bad-chisq
group_5166	9.80E-01	4.09E-01	5.28E-01	8.73E-02	1.38E-01	3.66E-02	bad-chisq
group_2249	9.80E-01	4.09E-01	4.08E-01	1.03E-01	1.24E-01	4.79E-02	bad-chisq
group_2091	9.80E-01	4.09E-01	5.28E-01	8.73E-02	1.38E-01	3.66E-02	bad-chisq
group_888	9.80E-01	4.09E-01	3.75E-01	1.10E-01	1.24E-01	5.14E-02	bad-chisq
group_23072	9.77E-01	3.72E-01	3.93E-01	9.87E-02	1.15E-01	4.95E-02	bad-chisq
group_17124	9.77E-01	3.72E-01	3.96E-01	9.78E-02	1.15E-01	4.92E-02	bad-chisq
group_16947	9.77E-01	3.72E-01	3.83E-01	1.01E-01	1.16E-01	5.05E-02	bad-chisq
group_16408	9.77E-01	3.72E-01	4.81E-01	8.89E-02	1.26E-01	4.09E-02	bad-chisq
group_16059	9.77E-01	7.02E-01	6.77E-01	-4.83E-02	1.16E-01	2.42E-02	bad-chisq
group_15972	9.77E-01	7.02E-01	7.47E-01	-3.72E-02	1.15E-01	1.87E-02	bad-chisq
group_15747	9.77E-01	3.72E-01	4.83E-01	8.85E-02	1.26E-01	4.07E-02	bad-chisq
group_15742	9.77E-01	3.72E-01	4.31E-01	9.21E-02	1.17E-01	4.57E-02	bad-chisq
group_15684	9.77E-01	3.72E-01	3.70E-01	1.03E-01	1.15E-01	5.19E-02	bad-chisq
group_15558	9.77E-01	3.72E-01	4.17E-01	9.44E-02	1.16E-01	4.70E-02	bad-chisq
group_15513	9.77E-01	3.72E-01	4.59E-01	9.26E-02	1.25E-01	4.29E-02	bad-chisq
group_15493	9.77E-01	9.75E-02	8.23E-02	-2.02E-01	1.16E-01	1.00E-01	bad-chisq
group_15378	9.77E-01	7.02E-01	5.24E-01	-7.97E-02	1.25E-01	3.69E-02	bad-chisq
group_14894	9.77E-01	3.72E-01	4.67E-01	9.09E-02	1.25E-01	4.21E-02	bad-chisq
group_14672	9.77E-01	3.72E-01	3.48E-01	1.08E-01	1.15E-01	5.43E-02	bad-chisq
group_14534	9.77E-01	7.02E-01	7.10E-01	-4.29E-02	1.15E-01	2.16E-02	bad-chisq
group_14530	9.77E-01	3.72E-01	3.89E-01	9.94E-02	1.15E-01	4.99E-02	bad-chisq
group_14433	9.77E-01	3.72E-01	3.56E-01	1.06E-01	1.15E-01	5.35E-02	bad-chisq
group_13810	9.77E-01	3.72E-01	3.73E-01	1.03E-01	1.15E-01	5.16E-02	bad-chisq
group_13494	9.77E-01	7.02E-01	7.33E-01	-3.93E-02	1.15E-01	1.98E-02	bad-chisq
group_12900	9.77E-01	3.72E-01	3.56E-01	1.06E-01	1.15E-01	5.35E-02	bad-chisq
group_12773	9.77E-01	7.02E-01	7.38E-01	-3.85E-02	1.15E-01	1.94E-02	bad-chisq
group_12753	9.77E-01	7.02E-01	5.28E-01	-7.89E-02	1.25E-01	3.66E-02	bad-chisq
group_12336	9.77E-01	3.72E-01	4.57E-01	9.30E-02	1.25E-01	4.31E-02	bad-chisq
group_12260	9.77E-01	7.02E-01	7.34E-01	-3.91E-02	1.15E-01	1.97E-02	bad-chisq
group_11736	9.77E-01	3.72E-01	3.65E-01	1.04E-01	1.15E-01	5.25E-02	bad-chisq
group_11629	9.77E-01	3.72E-01	4.67E-01	8.95E-02	1.23E-01	4.22E-02	bad-chisq
group_11545	9.77E-01	7.02E-01	7.10E-01	-4.28E-02	1.15E-01	2.16E-02	bad-chisq
group_11514	9.77E-01	3.72E-01	4.53E-01	8.86E-02	1.18E-01	4.34E-02	bad-chisq
group_11481	9.77E-01	3.72E-01	4.74E-01	9.03E-02	1.26E-01	4.15E-02	bad-chisq
group_11335	9.77E-01	3.72E-01	4.67E-01	8.95E-02	1.23E-01	4.22E-02	bad-chisq
group_11165	9.77E-01	3.72E-01	4.00E-01	9.71E-02	1.15E-01	4.88E-02	bad-chisq
group_10711	9.77E-01	3.72E-01	4.45E-01	9.03E-02	1.18E-01	4.43E-02	bad-chisq
group_10122	9.77E-01	3.72E-01	4.45E-01	9.55E-02	1.25E-01	4.43E-02	bad-chisq
group_8908	9.77E-01	7.02E-01	5.77E-01	-6.55E-02	1.17E-01	3.23E-02	bad-chisq
group_8631	9.77E-01	7.02E-01	5.74E-01	-6.80E-02	1.21E-01	3.26E-02	bad-chisq
group_7929	9.77E-01	7.02E-01	7.42E-01	-3.79E-02	1.15E-01	1.91E-02	bad-chisq
group_6913	9.77E-01	3.72E-01	4.60E-01	9.23E-02	1.25E-01	4.28E-02	bad-chisq
group_6911	9.77E-01	7.02E-01	7.15E-01	-4.25E-02	1.16E-01	2.12E-02	bad-chisq
group_4038	9.77E-01	3.72E-01	3.78E-01	1.02E-01	1.15E-01	5.11E-02	bad-chisq
group_2960	9.77E-01	7.02E-01	6.74E-01	-4.87E-02	1.16E-01	2.44E-02	bad-chisq
group_1848	9.77E-01	9.75E-02	9.92E-02	-1.91E-01	1.15E-01	9.54E-02	bad-chisq
group_18341	9.73E-01	3.39E-01	4.28E-01	8.78E-02	1.11E-01	4.59E-02	bad-chisq
group_17724	9.73E-01	8.11E-01	6.29E-01	-5.62E-02	1.16E-01	2.80E-02	bad-chisq
group_17096	9.73E-01	3.39E-01	3.90E-01	9.68E-02	1.13E-01	4.98E-02	bad-chisq
group_16149	9.73E-01	3.39E-01	3.28E-01	1.06E-01	1.08E-01	5.67E-02	bad-chisq
group_15913	9.73E-01	3.39E-01	3.82E-01	9.48E-02	1.08E-01	5.07E-02	bad-chisq
group_15292	9.73E-01	8.11E-01	7.38E-01	-3.84E-02	1.15E-01	1.94E-02	bad-chisq
group_15148	9.73E-01	3.39E-01	3.36E-01	1.04E-01	1.08E-01	5.58E-02	bad-chisq
group_15059	9.73E-01	8.11E-01	6.89E-01	-4.52E-02	1.13E-01	2.32E-02	bad-chisq
group_14026	9.73E-01	8.11E-01	8.53E-01	-2.01E-02	1.08E-01	1.08E-02	bad-chisq
group_13521	9.73E-01	8.11E-01	6.51E-01	-5.25E-02	1.16E-01	2.63E-02	bad-chisq
group_13394	9.73E-01	3.39E-01	4.35E-01	9.13E-02	1.17E-01	4.52E-02	bad-chisq
group_13190	9.73E-01	8.11E-01	7.38E-01	-3.84E-02	1.15E-01	1.94E-02	bad-chisq
group_12895	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_12889	9.73E-01	8.11E-01	7.36E-01	-3.85E-02	1.14E-01	1.95E-02	bad-chisq
group_12868	9.73E-01	8.11E-01	7.55E-01	-3.38E-02	1.08E-01	1.81E-02	bad-chisq
group_12712	9.73E-01	3.39E-01	3.85E-01	9.63E-02	1.11E-01	5.04E-02	bad-chisq
group_12400	9.73E-01	3.39E-01	3.39E-01	1.03E-01	1.08E-01	5.54E-02	bad-chisq
group_12282	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_11963	9.73E-01	3.39E-01	3.05E-01	1.11E-01	1.08E-01	5.94E-02	bad-chisq
group_11267	9.73E-01	3.39E-01	4.29E-01	9.20E-02	1.16E-01	4.58E-02	bad-chisq
group_10501	9.73E-01	3.39E-01	3.97E-01	9.55E-02	1.12E-01	4.91E-02	bad-chisq
group_10355	9.73E-01	3.39E-01	3.39E-01	1.03E-01	1.08E-01	5.54E-02	bad-chisq
group_9524	9.73E-01	3.39E-01	4.15E-01	9.45E-02	1.16E-01	4.73E-02	bad-chisq
group_9451	9.73E-01	3.39E-01	4.36E-01	9.18E-02	1.18E-01	4.52E-02	bad-chisq
group_9333	9.73E-01	8.11E-01	6.57E-01	-5.03E-02	1.13E-01	2.58E-02	bad-chisq
group_9180	9.73E-01	3.39E-01	4.69E-01	8.64E-02	1.19E-01	4.20E-02	bad-chisq
group_8912	9.73E-01	8.11E-01	7.15E-01	-4.08E-02	1.12E-01	2.11E-02	bad-chisq
group_8756	9.73E-01	3.39E-01	3.32E-01	1.05E-01	1.08E-01	5.62E-02	bad-chisq
group_8373	9.73E-01	8.11E-01	7.45E-01	-3.54E-02	1.09E-01	1.89E-02	bad-chisq
group_8136	9.73E-01	3.39E-01	4.11E-01	9.51E-02	1.16E-01	4.76E-02	bad-chisq
group_7484	9.73E-01	3.39E-01	3.20E-01	1.07E-01	1.08E-01	5.76E-02	bad-chisq
group_6427	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_6082	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_2240	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_2238	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_2234	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_2230	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_2228	9.73E-01	1.32E-04	1.52E-04	-4.06E-01	1.06E-01	2.17E-01	bad-chisq
group_1741	9.73E-01	8.11E-01	8.19E-01	-2.48E-02	1.08E-01	1.33E-02	bad-chisq
group_18097	9.70E-01	9.10E-01	8.35E-01	-2.27E-02	1.09E-01	1.21E-02	bad-chisq
group_17912	9.70E-01	3.10E-01	3.30E-01	9.93E-02	1.02E-01	5.64E-02	bad-chisq
group_16400	9.70E-01	9.10E-01	8.35E-01	-2.27E-02	1.09E-01	1.21E-02	bad-chisq
